time,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
0,0.24835707650561634,-0.06913215058559233,0.32384426905034625,0.7615149282040127,-0.11707668736166799,-0.11706847847459027,0.7896064077536957,0.3837173645764544,-0.23473719296747605,0.27128002179298233,-0.23170884640623113,-0.23286487678512843,0.12098113578301706,-0.956640122328899,-0.8624589162565164,-0.28114376462048635,-0.5064155601672119,0.15712366629763694,-0.45401203776060556,-0.7061518506676459,0.732824384460777,-0.11288815024326783,0.03376410234396192,-0.7123740931067284,-0.27219136226259133,0.05546129485493304,-0.5754967887111514,0.18784900917283598,-0.3003193449594025,-0.1458468748966384,-0.30085330611469846,0.9261390922544689,-0.006748612368966957,-0.52885546447795,0.4112724560515945,-0.6104218249855111,0.1044317975023777,-0.9798350619398878,-0.6640930244492153,0.09843061793456176,0.3692332899977052,0.08568414059498525,-0.057824141194120264,-0.1505518477946444,-0.7392609951837137,-0.3599221041973543,-0.23031938547989375,0.5285611131094579,0.1718091447842307,-0.881520077681367,0.1620419846973975,-0.19254114020815827,-0.33846100015297936,0.30583814442043394,0.5154997612479755,0.4656400595580993,-0.41960876161131927,-0.1546061879256073,0.16563171570178198,0.4877725635611796,-0.23958711892264498,-0.09282948833190856,-0.5531674870030141,-0.5981033120403354,0.406262911197099,0.6781200142854115,-0.03600506079016692,0.5017664489460121,0.18081801252381707,-0.32255987730256214,0.18069780275420697,0.7690182832329846,-0.017913019554975766,0.782321827907003,-1.3098725520448722,0.4109512521876119,0.04352353411908567,-0.14950367523293392,0.04588038826775115,-0.9937844573004464,-0.10983594391875597,0.1785562857558732,0.738947022370758,-0.2591351091368237,-0.4042468014465938,-0.25087852179226827,0.45770105885103707,0.16437555482984223,-0.2648801018835194,0.25663371655667805,0.048538774674020194,0.4843224952664446,-0.3510265469386762,-0.1638310732988841,-0.19605407656607882,-0.7317574740660593,0.14806013853228803,0.13052763608994467,0.00255672832123045,-0.11729356668757371
1,-0.17397115558521975,0.11795899116027707,-0.017895103252522325,0.298766247053883,0.49351654110387433,-0.0649622911666318,0.264591936739579,0.6469257396260618,0.24740975568229923,-0.11750462229525346,-0.048322875556062767,-0.2114205553863092,-0.13278616559888384,0.13968298183086078,-0.8613759653596449,-0.6297952600702974,-0.30155492423830715,-0.43993396261947415,0.1334664403077268,-0.38384549329727563,-0.2686382238708919,0.3994606935944165,0.06801054639211485,-0.2590250532598004,-0.49441442824720105,0.03960386796817056,-0.175330083856846,-0.42190772322351594,0.0813955739378688,-0.2897404818625293,-0.31732981675719985,-0.018513198348792396,0.5407172707317243,-0.06313587849034871,-0.37988675734762634,0.3207997947407679,-0.4847342472230059,-0.15507090575688073,-0.7373514265107974,-0.5682654251709338,0.16549408401414722,0.4063144065456335,-0.11233425327845716,-0.05212388254158264,-0.22725021306815144,-0.5112848302903394,-0.42170442112193496,-0.18755700852246165,0.4565487646951564,-0.026339146863993308,-0.5596063724028897,0.10956598219624417,-0.27047347033415575,-0.15252970150689843,0.34649390067376695,0.3825427029825659,0.4286037404828813,-0.27726407862186614,-0.19422833812783358,0.27915207456686625,0.19605520368556456,-0.107568420537988,-0.059754581332198395,-0.5889061351453481,-0.24108212326438275,0.46128613338870145,0.5496890138412036,0.26482904550148034,0.3628613051666848,-0.01331298312958945,-0.2786037965235044,0.19871109007799795,0.5270200234106835,0.17804044937458194,0.31331984905892946,-0.7520022110902856,0.2976707725429361,0.14591914655250487,-0.12194217833329911,0.10537629698629838,-0.6550495741175629,-0.12688965923358278,0.16568955469715163,0.5136831353564844,-0.28459021521768046,-0.2617484159618601,-0.03675099102702587,0.3459829608960071,-0.022592503802654824,-0.28557405047571444,0.14469986131777654,0.2164815207574503,0.29022981171179635,-0.40305867538804896,-0.13657447403731643,-0.24505761043658336,-0.5710039477598972,0.14512013478514335,0.09770156277180733,-0.13596603329571574
2,-0.09419171838921664,-0.04210955804077496,0.18729739747921717,0.15260688233750128,0.17007274436278386,0.23868661654787338,0.05894831025213952,0.36597809873413856,0.5538347375053079,0.5349590535840308,-0.034828759648573286,0.03744644005155413,-0.07915144554087294,0.0001254055775332802,-0.106024030254361,-0.6530253057164842,-0.5784501883506268,-0.32275710016471076,-0.32979684055499686,0.024844823494585885,-0.09095363341492047,-0.2948811372499159,0.3618506138319659,-0.16546921529644487,-0.3273936095102438,-0.22927426648266996,-0.0009153072841035365,-0.31488708113742603,-0.35058666239488423,0.06698858027746987,-0.3393209638269241,-0.20418765244160086,0.09974139929257156,0.30071487905355554,0.09422194251976321,-0.13836886896338368,-0.07490125179182439,-0.3516827227305375,-0.3221985658088148,-0.5445557501121225,-0.4439390546600943,0.18563509597233985,0.31245196182429774,-0.0024832343862243728,-0.20196640109831576,-0.2947822387898687,-0.48973479654372026,-0.39803741974721796,0.1365652710014178,0.3548144770099063,-0.2564470727188778,-0.27802506953729633,0.2348171131718031,-0.11659084348017401,-0.18940900751547685,0.2706308637815249,0.4801917551030346,0.1738028560517656,-0.18854857984625015,-0.0026660164331765573,0.14192444577611096,0.10977242286611757,-0.41137554464993853,-0.2620481980950375,-0.4857075343939362,-0.2012785778038126,0.5960792265334952,0.29473398099307535,0.21394814421467478,0.2644143747193706,0.07908748141119806,-0.29886665466879747,0.36081814295223125,0.40554541236435354,0.08914141926919816,0.11513379954952052,-0.44696142369726566,0.17753168237467676,0.08473517541909546,-0.10281562512222568,-0.045894772407978936,-0.4176995662769059,0.1029168310904576,0.09493776547661809,0.5159634891716296,-0.4467716137969986,-0.20575259888226555,0.10230261910874093,0.2657687586401773,-0.13519951473906067,-0.19177408810517232,0.09528611360805031,0.1506465511781533,0.20750934282275013,-0.2737544189825928,-0.2139046134395036,-0.19578112931426267,-0.3399487843872384,0.20241061878785782,0.1041607714734832
3,-0.028825304738612348,-0.1303742185003036,0.08271214937962715,0.22266658124629873,0.13874920711239283,0.1785209826944016,0.30663678321278176,0.05530229803974239,0.4216613547319623,0.47445686172713225,0.3457374652563849,0.09298684145502857,0.0929238538267163,0.025970032836959457,0.109430858568834,-0.2027214981580736,-0.504612454542168,-0.5004932275377265,-0.25947270297745273,-0.2389031291263491,0.008900246262497843,-0.06312806829673615,-0.21586874163189518,0.4294403141916332,-0.2819089107595304,-0.3964492412324779,-0.0448639606446829,0.015548138069935907,-0.22812630756995955,-0.16917839669449697,-0.02219686385584738,-0.3680876423157502,-0.11540262103123365,0.062245784164300016,0.32685677718321665,0.02357584782094363,-0.19438817831198463,-0.15490600496568394,-0.26932447364557677,-0.3908226013689924,-0.5521988755671478,-0.24926159791840677,0.21693161665636973,0.16752540886265055,-0.0892353748518525,-0.17712793479103114,-0.44910296061138455,-0.5631682189677033,-0.3231575617480126,0.145213869931789,0.2281714759229593,-0.0875823431157185,-0.06188816372154485,0.12505995752788462,-0.12139701272948607,-0.17871306896830969,0.28362864206843535,0.3420289358904635,0.11622413930079484,-0.21524030353424273,0.07845332907611584,0.274575487916759,-0.016310427769391178,-0.30020134866407033,-0.21156084637420225,-0.42037303682510146,0.0007300890250719096,0.47746149485024125,0.25887102539297085,0.1253455975085998,0.2033585760116933,0.045387735178624086,0.008071331101792228,0.42960886514795327,0.5170283182600428,0.00869099710953787,0.07843343861727904,-0.2590324595393154,0.36019950606786005,-0.042078330766593466,-0.16512207628523137,-0.17560551848536865,-0.4841959026067233,0.03845383269056782,0.09373586751258878,0.2868594983083617,-0.3197150518566362,0.06405078852575095,0.21980796892275914,0.10130786253407163,-0.22283594507321275,-0.06599272180135998,-0.035193730940798335,0.3301003309746927,0.20844966825153521,-0.28132658118618614,-0.3602029081795929,-0.06964930998089022,-0.20893600983875707,0.2863012186435433
4,0.03520302622332108,-0.10619005931246664,-0.07419515310246877,0.10712988019147295,0.1386099011469633,0.19511363475230517,0.07953000159037801,0.21146825935476637,0.13507344274540203,0.44149820406367496,0.4724287840691585,0.1481493847866882,-0.06973585728969897,0.1980083864359442,0.07329659589759759,-0.0387913522890863,-0.08771234206683279,-0.441759900257777,-0.2843100814655164,-0.22265966976847582,0.0406226513522539,0.16913864296872172,-0.11225981098200168,0.031937038791435585,0.30876403274075187,-0.13976293002493195,-0.38297960704968154,0.040310001162553094,0.07110088381992201,-0.3693980432801825,-0.24119010172389488,-0.2930785509382533,-0.3076825572717276,0.0034215476905926634,0.25917910956125617,0.2409243916344179,0.14048701236939282,-0.30506307163301516,-0.3326373421406096,-0.27224642171536406,-0.34560905117779345,-0.43966100729009405,-0.33784100521559846,0.17644520948071007,-0.031026238817000437,-0.030923094471499116,-0.17715032186631388,-0.5209936948542454,-0.5102359573606642,-0.30308887142614616,0.14101609440952698,0.23771779657305162,-0.1722578775588663,0.03209492845227998,0.010236805886377931,-0.20000780593053663,-0.07907645585958548,0.16342160438406006,0.2073001524487652,-0.08147895245517701,0.06149496663289222,0.11335878313380575,0.1189682051885945,-0.05005957809796569,-0.26368591830877264,-0.25426415978028416,-0.2326984379682141,0.1717541322923291,0.3329471367127103,0.14869701321233153,0.10090846374319412,-0.07876356622964839,-0.1181334253744599,0.22825913154529764,0.5686286406057043,0.33875441824829966,0.07942608200570897,0.03422193057858586,0.198605260381575,0.35568147923764104,-0.07527100594173836,-0.24626060115677828,-0.38040767548685994,-0.3109000016998704,-0.02997021814251511,-0.019238364039282932,0.07220135002027328,-0.31914517895593464,0.257511309259834,0.26229112644769076,0.025551050627545854,-0.021189292022518263,-0.04549682068434982,-0.044743965596446666,0.4250725730595577,0.14354045590730327,-0.3726938038988945,-0.2851057655302539,-0.1781035442928503,-0.22727493625485493
5,-0.059434095380570096,0.1943457705408445,-0.22902882952113454,0.02578629253562354,0.037648639451241,0.0873371193768657,0.09324615222080229,0.011565576016236284,0.17989463289189955,0.09975603909341263,0.43058018223638805,0.35530621486083486,0.06586259320610098,-0.09996978901976022,0.09558805662784717,0.11908846925307666,0.005395303746711114,-0.24750614397819345,-0.35616071593062454,-0.16841027864237773,-0.31467776667961944,0.11659960377831557,0.02968271198712019,-0.015134593069798113,0.007782818047903595,0.007694026847087976,-0.33718421621570493,-0.2552152300361282,0.06840942774991976,-0.11454065249253197,-0.2429574047631693,-0.39360078762127304,-0.2732994769758545,-0.33579510052833644,-0.010952705484549824,0.2343501221514043,0.11070314008957585,-0.0011272600910106137,-0.17944233764978845,-0.34498461079381443,-0.17612509422979938,-0.44282922274823605,-0.3223504883546572,-0.057042799688986845,-0.129858051139632,-0.10759251161324782,0.0006309822147418445,-0.24850850288156806,-0.42962819053297374,-0.47818146310927623,-0.17530001236910692,0.13068710186207128,0.24872908825534357,-0.08871944427062908,0.058274077301391794,-0.07402349367788952,-0.20458137773054208,-0.0659250170068599,0.19530036779642476,0.08671586814107392,-0.015758787702404173,0.2732583131343296,0.19025725957455217,0.040663474795638886,0.03234250388606398,-0.2762405120743528,-0.42833705295762714,-0.22934671121102446,-0.0002618721554131509,0.22765104993723267,0.12611143991622606,0.22252694260183448,-0.04606844405922959,-0.058951624333948814,0.3564476783211981,0.24467740117286438,0.2765747649858082,0.13952916290841014,-0.08418222109665906,0.32453538243532365,0.2677724750274425,-0.14347061578065262,-0.18518576929648828,-0.10139608740033645,-0.2054374193125628,-4.766877583554235e-06,-0.044962674777467806,-0.09827252772347482,-0.08886578176276286,0.14710775918053526,0.19587062236083194,-0.03411786764173323,0.023966114022006456,-0.007430357069639362,0.15744773312018884,0.2752572524376763,-0.0010479351740037522,-0.41578318741350767,-0.2796240707373589,-0.132397418951481
6,-0.028866150677615512,-0.0949512450759927,0.17719686548493024,-0.019599136277174384,0.06692362298755476,0.23150105274704846,0.0024062940976091324,-0.05688004857333284,-0.13379719510068255,0.2954818819919305,0.22138182944807222,0.3669089034465931,0.2898837316757866,-0.08643904728951901,0.19371395697341992,0.1036514516876311,0.09538046868698516,0.026852146216928316,-0.19638552079718902,-0.2606061544519996,-0.25987019393011945,-0.14980768020647092,0.27575871468974833,0.15229298439252228,0.15028101112466177,-0.04413478964016842,-0.1610115064760375,-0.2996506893681839,-0.15939628424643634,0.1343976207735323,-0.2980164006688882,-0.09583530891241174,-0.345981236587961,-0.3011567609835074,-0.33845754899276226,-0.126282536595481,0.26850277192008964,0.08459854276334136,-0.1656736395677705,-0.32411443571997645,-0.31029271633064276,-0.04495125798156746,-0.40040968873105715,-0.387368197097868,-0.09047587641881161,-0.139691495095159,-0.34487722598048226,-0.05468949967777555,-0.2829750431445602,-0.32675538951359495,-0.18489141715578022,0.016083914668815175,0.11433791989903555,0.04571388205044766,0.20688718479582408,0.03190899877684518,-0.09133979192933646,-0.15880447652375176,0.012721037731268557,0.13961738989331782,0.00018314947024727912,-0.011065382888856216,0.2260569440873413,0.08697029954793778,-0.03635164513355642,-0.02196532692543609,-0.30453349078565795,-0.195305980454275,-0.425692053118101,0.15449758467090352,0.309186542189071,-0.07455562677908983,0.11228641160140333,-0.08118232230782962,-0.11072777084130667,0.220667186300324,0.11553154927158382,0.39673521241411003,0.1744018091313014,0.13313503121881926,0.35289646911453854,0.04584143224135631,-0.18991861153373185,-0.10097179986481726,-0.23427752593194262,-0.07250730387707184,-0.033028411585615536,-0.08861045864388216,-0.015467928938635772,0.011641835750777048,0.10605293931663307,0.2462188424606605,-0.1271956173048017,0.07688376909590303,0.0855984224721286,0.1343102197402684,0.22508379189578442,-0.20900154974303448,-0.254570343416237,-0.2407065469507463
7,-0.22654011505294946,0.06570436809415954,-0.10146086751048478,-0.020728151052339702,-0.1559975881489015,0.153747741775262,0.034489060492827434,0.1657878143520963,-0.27476841380984174,0.13508397665691216,0.2722154300042276,0.21867775011592994,0.26032107006687755,0.2255444141503539,-0.02552801195046416,0.26666024842057234,0.10305487478494277,0.08716693347046303,-0.05684182302897357,-0.19528565782053897,-0.20361817001321766,-0.3828875110580403,-0.18453217541715128,0.2978161065635998,0.15374783511249213,0.07797141622396164,-0.06125326073678609,-0.13788002187069592,-0.29561070743795215,-0.16252834735803023,0.05405957991746312,-0.3256158200122073,-0.09545568798483323,-0.4726765782320582,-0.17558567875444325,-0.21491704337272544,-0.009094247801431192,0.3031407472912824,0.19263169646704253,-0.0793574283396216,-0.47302607140327657,-0.35415284970133354,-0.17402967610287653,-0.35515131651023024,-0.23748701120535762,-0.1638457938275465,-0.1480828153149999,-0.32789025135722494,-0.15602943870254973,-0.4040997177887334,-0.3580303807017629,-0.2613756696369165,-0.06346100104975555,0.19454350000019838,-0.021562734488716137,0.41444103559618495,0.053400130846013256,-0.07721513728579849,-0.19445470403849385,0.10685919233145066,0.04020502019559452,0.010116109515937997,0.29347407462214836,0.1660279307982615,0.16853621328541274,-0.10015685949116546,-0.07978127605463303,-0.07515457607726456,-0.2845493027203894,-0.08584006444879708,0.2407608112529942,0.14527277658710497,0.03350911748046988,0.15961946862208937,-0.01679218356202243,-0.19039847431789553,0.10485962268205672,0.1354672634177802,0.3051516676061326,0.21077548239074262,0.18154391576940657,0.12266137895743809,0.03212506536279936,-0.09207881351819341,-0.06155672029865663,-0.070417656372312,0.026031420423817016,0.005076028084136361,-0.07213747798430936,-0.17459527645848874,0.07232169480212913,0.14424959473008636,0.17407194998103936,-0.20133503587621154,-0.037167331179268404,0.19209622501183404,0.1350783968116793,0.18390841411570463,-0.19438331589032562,-0.22336493583194084
8,-0.10783509749534868,-0.1970416797399701,0.035312961857913064,-0.12139576633831156,-0.08915884610964965,-0.10936597569604257,0.13673460850462016,0.00942504304905075,0.18667339984185113,-0.2547818245574571,0.1303147052445481,0.19031324519872783,0.34983642752989974,0.2469891095280425,0.2559599414620184,-0.11309359598490765,0.23397817543831506,0.17853487860589626,0.05787688775107182,0.02770162982214583,-0.22915243948705802,-0.07817547720230245,-0.07503788046213342,-0.10589315752325185,0.1946705894769411,0.2685562155353069,0.20028655378248716,-0.12273928960521627,-0.19765683850666332,-0.2676116255642233,-0.23740297827055623,-0.11914665270863711,-0.34743628828071854,-0.23813405374620777,-0.36945922925200747,-0.14247191054900332,0.0027892693602136476,-0.04557322807662445,0.34915710224496455,0.09757181743645454,-0.15510178508363376,-0.3344668707058999,-0.3949851321677386,-0.15461006195565455,-0.2794581029769271,-0.14976494020844475,-0.1153917543515007,0.07629399299914452,-0.32450306211569896,-0.24314024614971327,-0.41678993123494235,-0.3584441123346428,-0.2593938816864444,0.11338765237596599,0.2739183279013811,0.010719663602188081,0.2175531937761092,0.06907861977369,-0.1481638413358549,-0.05145327258510443,0.10313474075626433,-0.12140767545961943,0.22052661171859245,0.41822520570470834,0.08864792516742698,0.05917382140795741,-0.05747951778225192,-0.037432129454993524,-0.043663636530880026,-0.015332070917397023,-0.02963060561296404,0.11775739874067152,-0.02953915569438527,-0.017712728033445126,0.10506249403567836,0.12962156299478397,-0.16406813738973264,0.12287398372488559,0.15421512830639744,0.37460059114724975,0.43654486341476334,0.09852613953804013,0.04334403409094431,0.10848787075722807,-0.00857736455983557,0.12749749709008132,0.014306743156741408,-0.016692009165206773,0.048191207131264506,0.02545506817757648,-0.025704136440779846,0.13020250841823744,0.2424565752661837,0.19851291685605252,-0.010152092245448996,0.0772731019358432,0.14477122883893426,0.14600792923464873,0.2105101233537638,-0.2624348753883397
9,-0.1684041013836174,-0.15422678542747417,-0.1279921011529147,0.1282851062936067,-0.08369889885675769,-0.07964073260034839,-0.18519487538429769,0.17222459116576633,0.10848062821681329,0.29604048730835036,-0.1830621596366104,0.1511979754773231,0.22812492551616495,0.45202864915288576,0.21455481172333823,0.18445539240346528,0.028419768869881595,0.21815261084363557,0.09190643111928892,0.06546314668001019,0.08092382796406768,-0.27869333302250715,-0.05643344271935079,-0.1437172293220611,0.08431357052159619,0.037661965262542646,0.17215447690405342,0.15337391723314986,0.03110353249845002,-0.19845713817480776,-0.29032868621838737,-0.0018957083870577707,-0.2976913045938141,-0.5107128082077528,-0.1965842384674137,-0.337321265021467,-0.20129576522533094,0.06367348766676,0.062310232172475694,0.20751647198509326,-0.09075052467829803,-0.08821889087170913,-0.2481037181318116,-0.3173291912864862,0.02054503564042298,-0.3325821367581532,-0.2804663261086854,-0.13470623643434604,-0.01605341895928842,-0.2514462477786627,-0.27767976433742075,-0.32823623467995844,-0.42794359739058324,-0.014521726297991921,0.12593990440419553,0.30561634541021715,0.08528693791452391,0.2117782815133928,0.0756989935976324,-0.06923448745038782,0.04888193332843416,0.18082803645070428,-0.021227933507868092,0.3089140451028076,0.3015136595980585,0.21790003344373765,-0.03771345877680718,0.13237195495250653,-0.03895101298910581,-0.17670846996690023,-0.0038481292736917954,-0.0652951099284286,0.16058670287846544,-0.08948235252299783,-0.03600475413775389,-0.08948601467062148,0.01269083469349458,-0.3326608320907314,-0.041535468079872934,0.2589121736583579,0.4281094023511107,0.36783238847643884,-0.01906050981810435,0.04726726240090865,0.0738657827090357,-0.09634112469312286,0.24244942677112025,0.09441254743424478,-0.024142582372358234,0.041513442526853524,0.033516001230902814,-0.1961258806673275,0.11491533269394325,0.14122376125775923,0.03676662236065541,-0.019761873473241143,0.26281406980782934,0.1946257321608847,0.08718967615672718,0.15212838940558254
