time,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
0,0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212111,-1.4123037013352917,1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,-0.6017066122293969,1.8522781845089378,-0.013497224737933914,-1.0577109289559,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592,-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,0.36139560550841393,1.5380365664659692,-0.03582603910995153,1.564643655814006,-2.6197451040897444,0.8219025043752238,0.08704706823817134,-0.29900735046586785,0.0917607765355023,-1.9875689146008928,-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561,0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.0051134566424609,-0.23458713337514742
1,-0.2025096084365425,0.12307626302803609,0.2089550491518513,0.6837011990482249,1.0136856061081208,0.3067834735258326,0.5459635432472878,1.1337036928903292,0.8320149249718917,0.10014691289576572,-0.24214727976750172,-0.25897861000014755,-0.3368399470249286,-0.19903931965600302,-1.6217089597959466,-1.732388930327409,-1.1639039688546071,-0.8574124368372936,-0.21628473702227302,-0.7614414010317159,-0.561440020724615,0.2515571425871734,0.5349064584313369,-0.6649180826160856,-0.9098767036092112,-0.39220896979469005,-0.5906397855279292,-0.629554623477136,-0.285123164431783,-0.4107032815029943,-0.7683193551803464,0.11743580929796416,0.7674602025562476,0.3013107064184282,-0.5298258862990339,0.04245073433646773,-0.5405716317006656,-0.8771452025832374,-1.3895712278905172,-1.510383943207347,-0.024680108958812452,0.7496202162573387,0.04854397281194911,-0.08061451497289418,-0.6199308800430101,-1.076124134649059,-1.199197360066702,-0.37326834919125185,0.6774584261564862,0.03894329598290919,-0.819939487976782,-0.39801911767229176,-0.4389044857599126,-0.3033369430820593,0.5171899009563206,0.9743339231807353,0.8961688479234264,-0.24583525281731977,-0.5166091776368484,0.4971409255185562,0.39475158380679953,0.06752399299175646,-0.41325881270257514,-1.2014630123797199,-0.6613603005453031,0.5974426538240392,1.1592077513858265,0.949244752388746,0.6521992923749741,0.2114451333610271,-0.3035895280400886,0.3623408641184861,1.0089275533870046,0.9604812394405182,0.18361847042799773,-0.7318057270416741,-0.26471762434865154,0.42712689868930714,-0.16546058183311202,-0.22289103861028398,-1.1370645799863874,-0.7495136690916935,0.4311003152690822,0.9107599951028171,-0.14366141620856748,-0.6840042661795539,-0.1979960280220242,0.486415153545258,0.18592418226606056,-0.29247764313119085,0.11117842073226096,0.6312800758512187,0.4318083925804705,-0.4157978199526733,-0.49886852318383657,-0.7148204133389351,-1.0394839471297155,-0.160006970655094,0.25573459118694464,-0.16043702904769436
2,-0.026626618551253478,-0.04859631591258781,0.23823707650770584,0.5254765759192246,0.5703625108133629,0.7646830094498211,0.7292201190034211,0.8367921685100526,1.1708729091458585,1.4472738603171718,0.3226820179027514,-0.02260303096472574,-0.1859830695138373,-0.24180065941593265,-0.7542786505359161,-1.4386084677986015,-1.9910410189722472,-1.5108055824731763,-1.0013086060398058,-0.6031458726661183,-0.3429834829420696,-0.769919068856894,0.24591324542049764,-0.044971787628319326,-0.5822317029914287,-0.6997215483436545,-0.6758383257536367,-0.8225746659877012,-0.7477572154631904,-0.3812116078129075,-0.6720097195430059,-0.5165030663324206,0.07703951577712087,0.48836002410779367,0.5736683321270198,-0.1196792462052499,-0.5994202027966703,-0.5467831722790161,-1.2045979491425554,-1.422136480252052,-1.449383877744112,-0.26024764968032477,0.5326793807574127,0.359691373198021,-0.39982924221142124,-0.7691553082885343,-1.2626547494964924,-1.2523355460781713,-0.11566455364565131,0.3669247963755322,-0.20851093410659996,-0.4620071472346675,-0.2981412331724884,-0.3188797205995808,-0.3864220361834152,0.4389779236734574,1.1986446509503585,0.6501004900202634,0.032939663617515824,-0.11837869675733753,0.12268770642540663,0.3973216224279035,-0.4512278738840396,-0.7417951396380775,-1.0811487641111694,-0.7651897651886135,0.7526815231363259,0.9450096660012366,1.0469622915569403,0.75913762774283,0.44764100267699924,-0.2253972402571151,0.6034804888984104,1.003738122252842,0.786826253151619,0.24808925711594246,-0.4335542280651801,-0.3402667546887202,0.13769299010755803,-0.09580263060542425,-0.507464569924333,-0.8746405591242687,-0.42359495844840483,0.12136176214075908,0.9526426729782846,-0.31098330097653676,-0.5356675572322473,-0.0898267696308169,0.33037631856062055,0.07633083451076739,-0.11757414253280933,0.09439764205653997,0.4532593759629189,0.45117002687099966,-0.2160444082578567,-0.7424430231868826,-0.7554580077824391,-0.8400436553445466,-0.20919967135004366,0.15175188108987211
3,-0.10404600995477675,-0.06905645760711225,0.1464193886078723,0.37756186372163425,0.5547305826532332,0.7468644895950487,1.0403343289831914,0.8292389164646402,1.154167816726321,1.3574146562705982,1.2837786138208032,0.7858269873454633,0.15126031828604325,-0.06888450342240413,-0.23133709059133625,-0.9535393522409961,-1.5844680358373653,-2.1259888399539,-1.7555632841142552,-1.2544920583208243,-0.750625755545326,-0.5284360184066084,-0.6138056150556288,0.2169387816595536,-0.27878121707322623,-0.7548753145046092,-0.6235373066047021,-0.7434424556571484,-0.8270054893998455,-0.7155383850284548,-0.6564940611166405,-0.8071083896922766,-0.47702221720015886,-0.06379345992793231,0.6344963288485811,0.4327466254216542,-0.2033576884429218,-0.607798723471231,-0.8073356308078337,-1.3979933481654498,-1.7728094955521962,-1.3377924839023934,-0.3944149532378962,0.273399269204087,0.18501411963986164,-0.3279292352503612,-1.1774510337100934,-1.5751596721643903,-1.272663751777411,-0.3670390298549596,0.16953836633934463,0.06767216682073222,-0.3005509950442241,-0.4371415797482816,-0.3995492443519229,-0.34620316548355745,0.504276568235299,1.0026115188403106,0.8079433724332338,0.05519569461653881,0.05356297009465007,0.3872063385068004,0.12351690095062354,-0.3138220211786348,-0.8012684764247423,-1.1609678006975843,-0.5240401591340587,0.5074437442428517,1.1215503587910465,1.023470095479064,0.9075400910547212,0.5034064615387314,0.3977696444876101,0.7394811818505453,1.3423122645934473,0.7325418312683993,0.38568325730359887,-0.26028448525018866,0.035552015782132074,-0.16944976432698122,-0.29437132863540344,-0.6855205956901109,-1.1226865526328536,-0.55900386741621,0.1176614724103647,0.5372582101076686,-0.010234049495536954,-0.16021792963917159,0.02708014234792938,0.107641462250997,-0.025123047187449926,0.05446193317648247,-0.04069082579013948,0.7103447411341662,0.5187825245423116,-0.28738489166518455,-0.9938867180878499,-0.7249399521040801,-0.8106044737343654,-0.14633488829040928
4,-0.6013602269001432,-0.21695126318518843,-0.027935306010611206,0.18745034406379127,0.36937228888942564,0.7635937454390695,0.7664951028405674,1.0756746964546275,1.1739383383484225,1.4256625869651764,1.6525749546398296,1.2445433476016199,0.6718907464289885,0.49749045943332004,-0.015506631948091633,-0.5578023915373049,-0.8841923529448297,-1.8571880840169592,-2.1007081223482524,-2.0573544677394544,-1.195439758158071,-0.7219527499789447,-0.7637356444961124,-0.31599689741434045,-0.040806388205152214,-0.12335495646760011,-0.8683592648931597,-0.7207099960115826,-0.7224646391682151,-1.1977084688090553,-1.051861673071885,-1.1565752957502187,-0.8647309424770895,-0.4398525468367637,0.23431971535217147,0.5024979640202315,0.633281899210384,-0.3815454612128598,-0.9233945957612383,-1.094471154810197,-1.5552297294663826,-1.8893256591657845,-1.7629591399844453,-0.5693349422791478,-0.09445111363268613,0.1951003642945405,-0.439498878456759,-1.4183792603995848,-1.7572102765453894,-1.5051398899555943,-0.5605628981353715,0.1551843089685243,-0.14655939546935604,-0.2155644435771226,-0.5518536624236792,-0.593663895020057,-0.19235825611830532,0.34420209858529927,0.9121854977026689,0.6224265036086678,0.5862780894657469,0.1701479247895511,0.18048893821877451,0.1282224223789571,-0.4084678928030409,-0.9563434723476945,-1.002048266079677,-0.3968551559097593,0.4041441343012282,1.0458316310945004,1.1815514376684222,0.6572988470278337,0.46635813825615546,0.8165592198260277,1.212458438859837,1.209638856758295,1.0444072997885183,0.4197746813691529,0.43203201204389174,0.0603471713113148,-0.1985032911742851,-0.5764449712764335,-1.0773966698331794,-1.0164497251315248,-0.7503624563091181,-0.1492648701859947,0.25759722030267046,-0.055260546098932356,0.1619943153330995,0.13272110873472281,0.06397610970124942,0.2555488111492778,0.024538244159755404,0.07583487661987137,0.7981029658965999,0.5189939761187803,-0.47054911621174067,-0.9285802856960306,-1.1076540668168262,-0.9551650960036164
5,-0.9468767135875144,-0.42603854782620787,-0.5287445538572106,0.05883392616079977,0.117304915933645,0.4338677926198091,0.7100573761466094,0.8820789788204771,1.2348130944211975,1.330121670573339,1.7439200639425572,1.785071036736566,1.4082235118516557,0.7896100406616355,0.40889381041901124,0.08591112507381296,-0.5294535522466022,-1.4016458411529595,-1.9948831471837163,-2.322079570430107,-2.4736678369637755,-1.469551991353372,-1.1203178346254987,-0.6840364806266791,-0.5454496217403612,-0.4270217041873513,-0.5908940354925281,-0.7670223026804434,-0.8707147935671398,-1.1446518167127817,-1.155134106140857,-1.586630142551257,-1.278834931911921,-1.1794193482267166,-0.5508103124098576,0.16649525506380533,0.4327172579883127,0.3585715587339681,-0.16501716431080607,-1.0833755226921324,-1.2749161736446333,-1.9977329100712664,-2.0495814296474264,-1.5791383713254619,-1.2695707164717214,-0.28847532989556535,0.04343604002697177,-0.6611398038120175,-1.454368421734699,-2.0219796890411605,-1.5854274182566497,-0.7646759984861559,0.05614120654866739,-0.06788655116901113,-0.2882221842029038,-0.6356622439517314,-0.6526028461855036,-0.25513722077435363,0.4816372529832331,0.774152207156752,0.8664612068501873,0.9008493019957295,0.4627875686938409,0.148900937256641,0.18872185537668607,-0.5547283566256784,-1.30267961135011,-1.158401494762653,-0.6981031212332686,0.38445240052996293,1.1059704071260281,1.4713356028790459,0.9377912870586979,0.6891072236885221,1.1179913422079377,1.0036641899400163,1.4381852193657683,1.2310982203943903,0.4730086655042385,0.5748188695115147,0.15704138017183297,-0.33622450177922686,-0.6337196911521568,-0.7837024821516356,-1.1309176346628298,-0.7626987644356763,-0.30629262784456773,-0.03427594812359458,0.2172715055130084,-0.007977815895733237,0.15815872833404726,0.08321802477118233,0.2517305667098269,0.16418736861964026,0.4479242806275143,0.5808079755313433,0.3691813002827202,-0.5520199199675655,-1.097253115337605,-1.1731209806432619
6,-1.2035632445666902,-1.1861986853199933,-0.5678686209132932,-0.22406243999320619,-0.026116300197034703,0.49971283707807956,0.39246098333042584,0.634120251623339,0.8459004911269865,1.6289546981942409,1.7898477983062384,1.9725721499219375,2.0586809887281765,1.4485150732356975,1.3857640180207054,0.5273758132683254,0.03178797168674444,-0.6035275525869015,-1.5261371297603643,-2.28046490814328,-2.8523842058191087,-2.55096991714291,-1.6776232218175504,-1.1164542354460678,-0.6711741312898558,-0.7372695799531035,-0.7455568427210646,-0.7316176613708024,-0.8903372934828622,-0.9318023841876092,-1.548415454397291,-1.2830325035446337,-1.705869981733436,-1.6611479668726576,-1.4083608385215887,-0.8825919161746534,0.1879448243061069,0.4281480940105802,0.10195882838247475,-0.5107133035834754,-1.1323730198954305,-1.4389290052223909,-2.2349277297349186,-2.52828168517519,-1.9800901262439128,-1.3629350757114915,-0.9454585973119998,-0.26696714607376365,-0.8546037763308304,-1.5731259461747602,-1.8477831511802991,-1.6182684027800212,-0.9579247661873127,-0.38206292727860014,0.2756477464898014,-0.3751151839557918,-0.6615554617006192,-0.6624203101956281,-0.174659296310115,0.42303278591606797,0.7828715612120418,0.9403483356697981,0.9343712233282465,0.5110838973219509,0.17786652217356802,0.00744942156908493,-0.7052709233805625,-1.069947773939162,-1.692921187891557,-0.4873205732213989,0.53994440496045,0.9093101104370971,1.444526730870793,1.1550914903061202,0.8190723687854308,1.0619537262746928,1.2024651056162472,1.7961804212333263,1.4523688566697555,1.0163135905234384,0.6421571450162155,-0.00355462725979816,-0.4234162343035993,-0.642803725686365,-1.182931858369269,-1.035521190248033,-0.9248311471373452,-0.4790911116069615,0.05937208965689922,0.18432627082491268,0.053697455743814765,0.2913667701677003,0.010738104235887044,0.3176502990847825,0.39737406406824405,0.4458212057247051,0.6425364129281941,0.042478160380970076,-0.4110294436159696,-1.2036294598522597
7,-1.2849639354440097,-1.2817350064161566,-1.348800324417405,-0.9750687045964697,-0.5461273163576077,0.15792683170908714,0.2176667043124226,0.8388456439063356,0.43969118212866876,1.4409312348649714,1.7997499258269047,2.139859766638038,2.2563640630421444,2.321405177337007,1.8967973406023557,1.5897209590661083,0.7588252321725362,0.018772525435755444,-0.8649631108063053,-1.7894218596334333,-2.6356650802260013,-3.4173862299758158,-3.0918119918926004,-1.9953115647638162,-1.348881931480671,-0.9864191238465666,-0.8646159502153292,-0.8358630222255599,-1.0107027897300638,-1.1499740985675877,-1.2613304666119591,-1.7402556556003022,-1.6848672196088275,-2.1621636708009246,-1.7765846806012555,-1.53724884566519,-0.8572754938223551,0.12383739552626927,0.5936811188823091,0.18856124391033582,-0.8916833743037187,-1.4562530495893733,-1.9672704146768911,-2.5272061874286003,-2.703825514828395,-2.4642806759853717,-1.667410647822107,-1.1695532647757747,-0.7919266701858996,-1.2757893580002886,-1.8930766328748305,-2.2688408862370637,-1.959054404824896,-1.016807989238798,-0.576330695601205,0.33309252424917185,-0.26684373980458703,-0.6804685067115663,-0.7770702805477792,-0.07156535315858836,0.3499376770845527,0.8970387453997892,1.4633945175042844,0.9816434189357751,0.8127126609865662,0.15680344520256845,-0.15899994099519166,-0.47629196439403415,-1.4554713564132982,-1.211065933183563,-0.5321225884938501,0.36619348775683935,1.2357885678699594,1.6319196861894505,1.4654061184131189,0.9210232782619339,1.1345629017115888,1.5417915122894283,1.8629934270607897,1.8082703321614844,1.2648011049598424,0.48882032218230614,0.12051917450880045,-0.35636938467343504,-0.7836180960240235,-1.0511394809686874,-1.1285532926184685,-0.9404053669546399,-0.5576172409271077,-0.3019503384678737,0.2089593589850497,0.2060795388185394,0.23488755567383673,-0.0023643030557693734,0.15086534888086944,0.6254388178837282,0.5735325934552562,0.6342367621945126,0.0991867434418183,-0.5904996350866072
8,-0.569290367756222,-1.410055462949841,-1.5447521652669707,-1.555662601259987,-1.2186939491052329,-0.6191947702010752,0.029537981156953677,0.3578194720225588,0.8888781711121568,0.8135566775756677,1.508360326681451,2.0881275972059195,2.717796739296597,2.721681137494536,2.7935682084158495,2.088582189326802,1.7905768871525212,1.0712878039975964,-0.008235249937363853,-0.8903506104832839,-2.201434840604808,-2.9320393589905382,-3.4238401410781822,-3.5333223176233988,-2.596220494080387,-1.4858406939038622,-1.0189650169571332,-1.1438832180238256,-1.1271414578833325,-1.2444405014050586,-1.573262012698301,-1.761664998190172,-2.078633814239227,-2.2968157644512837,-2.3409365056515967,-2.14064235342011,-1.4799322858040855,-1.088141837445908,0.14287248460523524,0.41782993652654066,0.016316513271913635,-0.8140946424609519,-1.8998462696821516,-2.318038557983919,-2.8926846600767875,-3.045873678320006,-2.746563957800201,-1.7223015499349739,-1.5351941519055643,-1.2884083321946314,-1.6644456846821067,-2.282556620870142,-2.6125519121481338,-1.9827748258715634,-1.157624686472631,-0.6365250009200323,-0.1779501520378688,-0.19360670516350997,-0.8042887667747953,-0.5969125536263873,-0.14064053980642602,0.23024300667350706,1.3143486858160338,1.7110230107675681,1.1798999013360623,0.7710064218430451,0.3330756917276892,-0.14107800185650093,-0.6713349269580429,-1.0779595023063056,-1.3494598275063898,-0.6924798734050952,0.22391800226475728,1.2312675869145746,1.7845411716675241,1.9143102399109546,1.254962978139147,1.4531503709381965,1.8218783715944578,2.30107360058896,2.402340422784123,1.3683775433409946,0.6354723607722432,0.2686709175183024,-0.31046758381468126,-0.6154174184466459,-1.1167458773750654,-1.3284892435661382,-0.9814961556326105,-0.5409715190955826,-0.16269524048373696,0.1727054801623242,0.4168030011271626,0.377441442699984,0.3216311381885793,0.3747480469153557,0.5675149613835465,0.7440292830616244,0.7633342033620835,-0.04990716645062279
9,0.08356984714231995,-0.8385638313229764,-1.47593431423664,-1.6247989390320359,-1.7337665348646678,-1.376708098678036,-0.9322420736521169,0.051248234144700394,0.5870391560654298,1.209227956042581,1.1611388206405329,1.8083940275929375,2.5581312306735793,3.310238655952616,3.272123836952413,3.161073151961462,2.719577318724073,2.050298498762286,1.1105101313805257,0.07845350702662157,-1.036066630973656,-2.6215551901166902,-3.426860658777188,-4.098930709871966,-3.7467545867828838,-3.2919592356239766,-2.0598983467443115,-1.343714402492908,-1.095333268881284,-1.402644529719613,-1.640065271021505,-1.5636152970814614,-2.3697698320577985,-2.7945454108289853,-2.6379583871300176,-2.8111074724052676,-2.5838309720583776,-1.7503411616473536,-1.01743293576152,-0.1999818741231783,0.10640900147843485,0.02177909542484649,-0.9559855357058433,-2.09442410150966,-2.5515868643108837,-3.505297181886173,-3.7481275679938113,-3.182177153638801,-2.3247462653260382,-1.7878285383838162,-1.7691223589715297,-2.0171485872515516,-2.8403641651997242,-2.630565890700403,-2.333040551868053,-1.312770385182838,-0.7311786501485137,-0.28729662017471636,-0.3253706067070746,-0.652572753699249,-0.5452179101700672,0.004987691550145057,0.519736423262207,1.4773395803602196,1.7614280284630857,1.6685663529022423,0.815037685716062,0.6589650059691992,-0.19214826427965814,-0.9831284727413748,-1.2337984654864946,-1.442965457838486,-0.6270539392672382,0.1980935185163395,1.2743707893462122,1.7309669414063436,1.9925914410012124,1.39963407114389,1.5573572039601409,2.333456412836466,2.765779822464575,2.6060582311172045,1.5873239396021246,0.865241251299838,0.25816360273466477,-0.46405920394619316,-0.5719047441598389,-1.1216151814425237,-1.4597107821164352,-1.1457030463289029,-0.6365829091001209,-0.5143571862338633,0.14277900891233267,0.3128282403353202,0.29775210593047563,0.3764704858648562,0.7612456370482795,0.7722686050132733,0.759995470793244,0.7521245742039743
